ensembl_gene_id	chromosome_name	external_gene_name	transcript_count	description
ENSG00000095485	10	CWF19L1	9	CWF19-like 1, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:25613]
ENSG00000095564	10	BTAF1	4	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa [Source:HGNC Symbol;Acc:17307]
ENSG00000095574	10	IKZF5	4	IKAROS family zinc finger 5 (Pegasus) [Source:HGNC Symbol;Acc:14283]
ENSG00000095637	10	SORBS1	22	sorbin and SH3 domain containing 1 [Source:HGNC Symbol;Acc:14565]
ENSG00000095739	10	BAMBI	2	BMP and activin membrane-bound inhibitor [Source:HGNC Symbol;Acc:30251]
ENSG00000095787	10	WAC	20	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:17327]
ENSG00000095794	10	CREM	50	cAMP responsive element modulator [Source:HGNC Symbol;Acc:2352]
ENSG00000095906	16	NUBP2	17	nucleotide binding protein 2 [Source:HGNC Symbol;Acc:8042]
ENSG00000095932	19	C19orf77	4	chromosome 19 open reading frame 77 [Source:HGNC Symbol;Acc:37244]
ENSG00000095951	6	HIVEP1	8	human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:4920]
ENSG00000096060	6	FKBP5	5	FK506 binding protein 5 [Source:HGNC Symbol;Acc:3721]
ENSG00000096063	6	SRPK1	14	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:11305]
ENSG00000096070	6	BRPF3	14	bromodomain and PHD finger containing, 3 [Source:HGNC Symbol;Acc:14256]
ENSG00000096080	6	MRPS18A	3	mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:14515]
ENSG00000096092	6	TMEM14A	1	transmembrane protein 14A [Source:HGNC Symbol;Acc:21076]
ENSG00000096093	6	EFHC1	6	EF-hand domain (C-terminal) containing 1 [Source:HGNC Symbol;Acc:16406]
ENSG00000096384	6	HSP90AB1	3	heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]
ENSG00000096401	6	CDC5L	1	cell division cycle 5-like [Source:HGNC Symbol;Acc:1743]
ENSG00000096433	6	ITPR3	2	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]
ENSG00000096654	6	ZNF184	2	zinc finger protein 184 [Source:HGNC Symbol;Acc:12975]
ENSG00000096696	6	DSP	3	desmoplakin [Source:HGNC Symbol;Acc:3052]
ENSG00000096717	10	SIRT1	6	sirtuin 1 [Source:HGNC Symbol;Acc:14929]
ENSG00000096746	10	HNRNPH3	12	heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043]
ENSG00000096872	9	IFT74	10	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]
ENSG00000097007	9	ABL1	3	c-abl oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:76]
ENSG00000097021	1	ACOT7	11	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:24157]
ENSG00000097033	1	SH3GLB1	4	SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]
ENSG00000097046	1	CDC7	6	cell division cycle 7 [Source:HGNC Symbol;Acc:1745]
ENSG00000097096	1	SYDE2	2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) [Source:HGNC Symbol;Acc:25841]
ENSG00000099139	9	PCSK5	5	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:8747]
ENSG00000099194	10	SCD	1	stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:10571]
ENSG00000099203	19	TMED1	7	transmembrane emp24 protein transport domain containing 1 [Source:HGNC Symbol;Acc:17291]
ENSG00000099204	10	ABLIM1	14	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:78]
ENSG00000099219	9	ERMP1	8	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703]
ENSG00000099246	10	RAB18	7	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:14244]
ENSG00000099256	10	PRTFDC1	3	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:23333]
ENSG00000099282	10	TSPAN15	8	tetraspanin 15 [Source:HGNC Symbol;Acc:23298]
ENSG00000099284	10	H2AFY2	2	H2A histone family, member Y2 [Source:HGNC Symbol;Acc:14453]
ENSG00000099290	10	FAM21A	8	family with sequence similarity 21, member A [Source:HGNC Symbol;Acc:23416]
ENSG00000099308	19	MAST3	5	microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:19036]
ENSG00000099326	19	MZF1	8	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:13108]
ENSG00000099330	19	OCEL1	15	occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:26221]
ENSG00000099331	19	MYO9B	19	myosin IXB [Source:HGNC Symbol;Acc:7609]
ENSG00000099337	19	KCNK6	2	potassium channel, subfamily K, member 6 [Source:HGNC Symbol;Acc:6281]
ENSG00000099341	19	PSMD8	9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:HGNC Symbol;Acc:9566]
ENSG00000099364	16	FBXL19	9	F-box and leucine-rich repeat protein 19 [Source:HGNC Symbol;Acc:25300]
ENSG00000099381	16	SETD1A	2	SET domain containing 1A [Source:HGNC Symbol;Acc:29010]
ENSG00000099385	16	BCL7C	5	B-cell CLL/lymphoma 7C [Source:HGNC Symbol;Acc:1006]
ENSG00000099617	19	EFNA2	1	ephrin-A2 [Source:HGNC Symbol;Acc:3222]
ENSG00000099622	19	CIRBP	46	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:1982]
ENSG00000099624	19	ATP5D	8	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:HGNC Symbol;Acc:837]
ENSG00000099715	Y	PCDH11Y	4	protocadherin 11 Y-linked [Source:HGNC Symbol;Acc:15813]
ENSG00000099783	19	HNRNPM	16	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:5046]
ENSG00000099795	19	NDUFB7	2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa [Source:HGNC Symbol;Acc:7702]
ENSG00000099797	19	TECR	26	trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:4551]
ENSG00000099800	19	TIMM13	2	translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:HGNC Symbol;Acc:11816]
ENSG00000099804	19	CDC34	9	cell division cycle 34 [Source:HGNC Symbol;Acc:1734]
ENSG00000099810	9	MTAP	12	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413]
ENSG00000099814	14	CEP170B	5	centrosomal protein 170B [Source:HGNC Symbol;Acc:20362]
ENSG00000099817	19	POLR2E	10	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa [Source:HGNC Symbol;Acc:9192]
ENSG00000099821	19	POLRMT	11	polymerase (RNA) mitochondrial (DNA directed) [Source:HGNC Symbol;Acc:9200]
ENSG00000099849	11	RASSF7	9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:HGNC Symbol;Acc:1166]
ENSG00000099875	19	MKNK2	15	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:7111]
ENSG00000099889	22	ARVCF	12	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]
ENSG00000099899	22	TRMT2A	20	tRNA methyltransferase 2 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24974]
ENSG00000099901	22	RANBP1	14	RAN binding protein 1 [Source:HGNC Symbol;Acc:9847]
ENSG00000099904	22	ZDHHC8	7	zinc finger, DHHC-type containing 8 [Source:HGNC Symbol;Acc:18474]
ENSG00000099917	22	MED15	34	mediator complex subunit 15 [Source:HGNC Symbol;Acc:14248]
ENSG00000099940	22	SNAP29	3	synaptosomal-associated protein, 29kDa [Source:HGNC Symbol;Acc:11133]
ENSG00000099942	22	CRKL	2	v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:HGNC Symbol;Acc:2363]
ENSG00000099949	22	LZTR1	19	leucine-zipper-like transcription regulator 1 [Source:HGNC Symbol;Acc:6742]
ENSG00000099954	22	CECR2	6	cat eye syndrome chromosome region, candidate 2 [Source:HGNC Symbol;Acc:1840]
ENSG00000099956	22	SMARCB1	7	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:11103]
ENSG00000099958	22	DERL3	10	derlin 3 [Source:HGNC Symbol;Acc:14236]
ENSG00000099968	22	BCL2L13	14	BCL2-like 13 (apoptosis facilitator) [Source:HGNC Symbol;Acc:17164]
ENSG00000099974	22	DDTL	1	D-dopachrome tautomerase-like [Source:HGNC Symbol;Acc:33446]
ENSG00000099977	22	DDT	7	D-dopachrome tautomerase [Source:HGNC Symbol;Acc:2732]
ENSG00000099991	22	CABIN1	13	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:24187]
ENSG00000099992	22	TBC1D10A	10	TBC1 domain family, member 10A [Source:HGNC Symbol;Acc:23609]
ENSG00000099995	22	SF3A1	11	splicing factor 3a, subunit 1, 120kDa [Source:HGNC Symbol;Acc:10765]
ENSG00000100014	22	SPECC1L	7	sperm antigen with calponin homology and coiled-coil domains 1-like [Source:HGNC Symbol;Acc:29022]
ENSG00000100023	22	PPIL2	15	peptidylprolyl isomerase (cyclophilin)-like 2 [Source:HGNC Symbol;Acc:9261]
ENSG00000100028	22	SNRPD3	5	small nuclear ribonucleoprotein D3 polypeptide 18kDa [Source:HGNC Symbol;Acc:11160]
ENSG00000100029	22	PES1	13	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:8848]
ENSG00000100030	22	MAPK1	4	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:6871]
ENSG00000100034	22	PPM1F	10	protein phosphatase, Mg2+/Mn2+ dependent, 1F [Source:HGNC Symbol;Acc:19388]
ENSG00000100038	22	TOP3B	18	topoisomerase (DNA) III beta [Source:HGNC Symbol;Acc:11993]
ENSG00000100056	22	DGCR14	4	DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817]
ENSG00000100065	22	CARD10	10	caspase recruitment domain family, member 10 [Source:HGNC Symbol;Acc:16422]
ENSG00000100075	22	SLC25A1	5	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 [Source:HGNC Symbol;Acc:10979]
ENSG00000100077	22	ADRBK2	2	adrenergic, beta, receptor kinase 2 [Source:HGNC Symbol;Acc:290]
ENSG00000100078	22	PLA2G3	1	phospholipase A2, group III [Source:HGNC Symbol;Acc:17934]
ENSG00000100083	22	GGA1	25	golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:17842]
ENSG00000100084	22	HIRA	6	histone cell cycle regulator [Source:HGNC Symbol;Acc:4916]
ENSG00000100092	22	SH3BP1	11	SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:10824]
ENSG00000100097	22	LGALS1	7	lectin, galactoside-binding, soluble, 1 [Source:HGNC Symbol;Acc:6561]
ENSG00000100099	22	HPS4	19	Hermansky-Pudlak syndrome 4 [Source:HGNC Symbol;Acc:15844]
ENSG00000100101	22	NOL12	7	nucleolar protein 12 [Source:HGNC Symbol;Acc:28585]
ENSG00000100104	22	SRRD	3	SRR1 domain containing [Source:HGNC Symbol;Acc:33910]
ENSG00000100105	22	PATZ1	6	POZ (BTB) and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:13071]
ENSG00000100106	22	TRIOBP	11	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:17009]
ENSG00000100109	22	TFIP11	16	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:17165]
ENSG00000100116	22	GCAT	7	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188]
ENSG00000100124	22	ANKRD54	12	ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:25185]
ENSG00000100129	22	EIF3L	13	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:18138]
ENSG00000100138	22	NHP2L1	8	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:7819]
ENSG00000100139	22	MICALL1	6	MICAL-like 1 [Source:HGNC Symbol;Acc:29804]
ENSG00000100142	22	POLR2F	14	polymerase (RNA) II (DNA directed) polypeptide F [Source:HGNC Symbol;Acc:9193]
ENSG00000100150	22	DEPDC5	26	DEP domain containing 5 [Source:HGNC Symbol;Acc:18423]
ENSG00000100151	22	PICK1	15	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:9394]
ENSG00000100154	22	TTC28	7	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:29179]
ENSG00000100162	22	CENPM	8	centromere protein M [Source:HGNC Symbol;Acc:18352]
ENSG00000100167	22	SEPT3	8	septin 3 [Source:HGNC Symbol;Acc:10750]
ENSG00000100196	22	KDELR3	3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:6306]
ENSG00000100201	22	DDX17	12	DEAD (Asp-Glu-Ala-Asp) box helicase 17 [Source:HGNC Symbol;Acc:2740]
ENSG00000100206	22	DMC1	6	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:2927]
ENSG00000100207	22	TCF20	4	transcription factor 20 (AR1) [Source:HGNC Symbol;Acc:11631]
ENSG00000100209	22	HSCB	7	HscB mitochondrial iron-sulfur cluster co-chaperone [Source:HGNC Symbol;Acc:28913]
ENSG00000100211	22	CBY1	10	chibby homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:1307]
ENSG00000100216	22	TOMM22	2	translocase of outer mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:18002]
ENSG00000100219	22	XBP1	6	X-box binding protein 1 [Source:HGNC Symbol;Acc:12801]
ENSG00000100220	22	RTCB	7	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:26935]
ENSG00000100221	22	JOSD1	10	Josephin domain containing 1 [Source:HGNC Symbol;Acc:28953]
ENSG00000100225	22	FBXO7	10	F-box protein 7 [Source:HGNC Symbol;Acc:13586]
ENSG00000100226	22	GTPBP1	13	GTP binding protein 1 [Source:HGNC Symbol;Acc:4669]
ENSG00000100227	22	POLDIP3	8	polymerase (DNA-directed), delta interacting protein 3 [Source:HGNC Symbol;Acc:23782]
ENSG00000100234	22	TIMP3	1	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:11822]
ENSG00000100239	22	PPP6R2	8	protein phosphatase 6, regulatory subunit 2 [Source:HGNC Symbol;Acc:19253]
ENSG00000100241	22	SBF1	9	SET binding factor 1 [Source:HGNC Symbol;Acc:10542]
ENSG00000100243	22	CYB5R3	9	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:2873]
ENSG00000100246	22	DNAL4	4	dynein, axonemal, light chain 4 [Source:HGNC Symbol;Acc:2955]
ENSG00000100258	22	LMF2	7	lipase maturation factor 2 [Source:HGNC Symbol;Acc:25096]
ENSG00000100263	22	RHBDD3	7	rhomboid domain containing 3 [Source:HGNC Symbol;Acc:1308]
ENSG00000100266	22	PACSIN2	11	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:8571]
ENSG00000100271	22	TTLL1	5	tubulin tyrosine ligase-like family, member 1 [Source:HGNC Symbol;Acc:1312]
ENSG00000100280	22	AP1B1	12	adaptor-related protein complex 1, beta 1 subunit [Source:HGNC Symbol;Acc:554]
ENSG00000100281	22	HMGXB4	9	HMG box domain containing 4 [Source:HGNC Symbol;Acc:5003]
ENSG00000100284	22	TOM1	20	target of myb1 (chicken) [Source:HGNC Symbol;Acc:11982]
ENSG00000100292	22	HMOX1	4	heme oxygenase (decycling) 1 [Source:HGNC Symbol;Acc:5013]
ENSG00000100294	22	MCAT	4	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:HGNC Symbol;Acc:29622]
ENSG00000100296	22	THOC5	17	THO complex 5 [Source:HGNC Symbol;Acc:19074]
ENSG00000100297	22	MCM5	10	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:6948]
ENSG00000100300	22	TSPO	6	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]
ENSG00000100304	22	TTLL12	4	tubulin tyrosine ligase-like family, member 12 [Source:HGNC Symbol;Acc:28974]
ENSG00000100316	22	RPL3	18	ribosomal protein L3 [Source:HGNC Symbol;Acc:10332]
ENSG00000100319	22	ZMAT5	3	zinc finger, matrin-type 5 [Source:HGNC Symbol;Acc:28046]
ENSG00000100320	22	RBFOX2	14	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:9906]
ENSG00000100321	22	SYNGR1	7	synaptogyrin 1 [Source:HGNC Symbol;Acc:11498]
ENSG00000100324	22	TAB1	7	TGF-beta activated kinase 1/MAP3K7 binding protein 1 [Source:HGNC Symbol;Acc:18157]
ENSG00000100325	22	ASCC2	23	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:24103]
ENSG00000100330	22	MTMR3	12	myotubularin related protein 3 [Source:HGNC Symbol;Acc:7451]
ENSG00000100335	22	MIEF1	14	mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:25979]
ENSG00000100344	22	PNPLA3	5	patatin-like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:18590]
ENSG00000100345	22	MYH9	11	myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:7579]
ENSG00000100347	22	SAMM50	7	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:24276]
ENSG00000100348	22	TXN2	5	thioredoxin 2 [Source:HGNC Symbol;Acc:17772]
ENSG00000100350	22	FOXRED2	5	FAD-dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:26264]
ENSG00000100353	22	EIF3D	13	eukaryotic translation initiation factor 3, subunit D [Source:HGNC Symbol;Acc:3278]
ENSG00000100354	22	TNRC6B	9	trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:29190]
ENSG00000100359	22	SGSM3	14	small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:25228]
ENSG00000100360	22	IFT27	13	intraflagellar transport 27 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:18626]
ENSG00000100364	22	KIAA0930	17	KIAA0930 [Source:HGNC Symbol;Acc:1314]
ENSG00000100372	22	SLC25A17	18	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 [Source:HGNC Symbol;Acc:10987]
ENSG00000100376	22	FAM118A	17	family with sequence similarity 118, member A [Source:HGNC Symbol;Acc:1313]
ENSG00000100379	22	KCTD17	8	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:25705]
ENSG00000100380	22	ST13	6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:11343]
ENSG00000100387	22	RBX1	3	ring-box 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:9928]
ENSG00000100393	22	EP300	1	E1A binding protein p300 [Source:HGNC Symbol;Acc:3373]
ENSG00000100395	22	L3MBTL2	9	l(3)mbt-like 2 (Drosophila) [Source:HGNC Symbol;Acc:18594]
ENSG00000100401	22	RANGAP1	8	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:9854]
ENSG00000100403	22	ZC3H7B	3	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:30869]
ENSG00000100410	22	PHF5A	3	PHD finger protein 5A [Source:HGNC Symbol;Acc:18000]
ENSG00000100412	22	ACO2	7	aconitase 2, mitochondrial [Source:HGNC Symbol;Acc:118]
ENSG00000100413	22	POLR3H	9	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD) [Source:HGNC Symbol;Acc:30349]
ENSG00000100416	22	TRMU	19	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:25481]
ENSG00000100417	22	PMM1	9	phosphomannomutase 1 [Source:HGNC Symbol;Acc:9114]
ENSG00000100418	22	DESI1	4	desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:24577]
ENSG00000100422	22	CERK	5	ceramide kinase [Source:HGNC Symbol;Acc:19256]
ENSG00000100425	22	BRD1	10	bromodomain containing 1 [Source:HGNC Symbol;Acc:1102]
ENSG00000100426	22	ZBED4	1	zinc finger, BED-type containing 4 [Source:HGNC Symbol;Acc:20721]
ENSG00000100439	14	ABHD4	10	abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:20154]
ENSG00000100442	14	FKBP3	4	FK506 binding protein 3, 25kDa [Source:HGNC Symbol;Acc:3719]
ENSG00000100445	14	SDR39U1	22	short chain dehydrogenase/reductase family 39U, member 1 [Source:HGNC Symbol;Acc:20275]
ENSG00000100461	14	RBM23	33	RNA binding motif protein 23 [Source:HGNC Symbol;Acc:20155]
ENSG00000100462	14	PRMT5	28	protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:10894]
ENSG00000100473	14	COCH	12	cochlin [Source:HGNC Symbol;Acc:2180]
ENSG00000100478	14	AP4S1	10	adaptor-related protein complex 4, sigma 1 subunit [Source:HGNC Symbol;Acc:575]
ENSG00000100479	14	POLE2	11	polymerase (DNA directed), epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:9178]
ENSG00000100483	14	VCPKMT	5	valosin containing protein lysine (K) methyltransferase [Source:HGNC Symbol;Acc:20352]
ENSG00000100485	14	SOS2	6	son of sevenless homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11188]
ENSG00000100503	14	NIN	19	ninein (GSK3B interacting protein) [Source:HGNC Symbol;Acc:14906]
ENSG00000100504	14	PYGL	7	phosphorylase, glycogen, liver [Source:HGNC Symbol;Acc:9725]
ENSG00000100519	14	PSMC6	18	proteasome (prosome, macropain) 26S subunit, ATPase, 6 [Source:HGNC Symbol;Acc:9553]
ENSG00000100522	14	GNPNAT1	5	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:19980]
ENSG00000100523	14	DDHD1	9	DDHD domain containing 1 [Source:HGNC Symbol;Acc:19714]
ENSG00000100526	14	CDKN3	10	cyclin-dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:1791]
ENSG00000100528	14	CNIH1	7	cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:19431]
ENSG00000100532	14	CGRRF1	9	cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:15528]
ENSG00000100554	14	ATP6V1D	14	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:13527]
ENSG00000100564	14	PIGH	12	phosphatidylinositol glycan anchor biosynthesis, class H [Source:HGNC Symbol;Acc:8964]
ENSG00000100567	14	PSMA3	13	proteasome (prosome, macropain) subunit, alpha type, 3 [Source:HGNC Symbol;Acc:9532]
ENSG00000100568	14	VTI1B	6	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:17793]
ENSG00000100575	14	TIMM9	10	translocase of inner mitochondrial membrane 9 homolog (yeast) [Source:HGNC Symbol;Acc:11819]
ENSG00000100577	14	GSTZ1	19	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:4643]
ENSG00000100578	14	KIAA0586	13	KIAA0586 [Source:HGNC Symbol;Acc:19960]
ENSG00000100580	14	TMED8	1	transmembrane emp24 protein transport domain containing 8 [Source:HGNC Symbol;Acc:18633]
ENSG00000100591	14	AHSA1	13	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast) [Source:HGNC Symbol;Acc:1189]
ENSG00000100592	14	DAAM1	14	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]
ENSG00000100596	14	SPTLC2	6	serine palmitoyltransferase, long chain base subunit 2 [Source:HGNC Symbol;Acc:11278]
ENSG00000100600	14	LGMN	19	legumain [Source:HGNC Symbol;Acc:9472]
ENSG00000100601	14	ALKBH1	4	alkB, alkylation repair homolog 1 (E. coli) [Source:HGNC Symbol;Acc:17911]
ENSG00000100603	14	SNW1	7	SNW domain containing 1 [Source:HGNC Symbol;Acc:16696]
ENSG00000100604	14	CHGA	6	chromogranin A (parathyroid secretory protein 1) [Source:HGNC Symbol;Acc:1929]
ENSG00000100605	14	ITPK1	12	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:6177]
ENSG00000100612	14	DHRS7	11	dehydrogenase/reductase (SDR family) member 7 [Source:HGNC Symbol;Acc:21524]
ENSG00000100614	14	PPM1A	9	protein phosphatase, Mg2+/Mn2+ dependent, 1A [Source:HGNC Symbol;Acc:9275]
ENSG00000100625	14	SIX4	3	SIX homeobox 4 [Source:HGNC Symbol;Acc:10890]
ENSG00000100629	14	CEP128	17	centrosomal protein 128kDa [Source:HGNC Symbol;Acc:20359]
ENSG00000100632	14	ERH	4	enhancer of rudimentary homolog (Drosophila) [Source:HGNC Symbol;Acc:3447]
ENSG00000100644	14	HIF1A	12	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]
ENSG00000100647	14	KIAA0247	3	KIAA0247 [Source:HGNC Symbol;Acc:19956]
ENSG00000100650	14	SRSF5	20	serine/arginine-rich splicing factor 5 [Source:HGNC Symbol;Acc:10787]
ENSG00000100664	14	EIF5	21	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:3299]
ENSG00000100697	14	DICER1	15	dicer 1, ribonuclease type III [Source:HGNC Symbol;Acc:17098]
ENSG00000100711	14	ZFYVE21	12	zinc finger, FYVE domain containing 21 [Source:HGNC Symbol;Acc:20760]
ENSG00000100714	14	MTHFD1	16	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:7432]
ENSG00000100722	14	ZC3H14	26	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:20509]
ENSG00000100726	16	TELO2	8	telomere maintenance 2 [Source:HGNC Symbol;Acc:29099]
ENSG00000100731	14	PCNX	16	pecanex homolog (Drosophila) [Source:HGNC Symbol;Acc:19740]
ENSG00000100744	14	GSKIP	7	GSK3B interacting protein [Source:HGNC Symbol;Acc:20343]
ENSG00000100749	14	VRK1	7	vaccinia related kinase 1 [Source:HGNC Symbol;Acc:12718]
ENSG00000100764	14	PSMC1	7	proteasome (prosome, macropain) 26S subunit, ATPase, 1 [Source:HGNC Symbol;Acc:9547]
ENSG00000100767	14	PAPLN	13	papilin, proteoglycan-like sulfated glycoprotein [Source:HGNC Symbol;Acc:19262]
ENSG00000100784	14	RPS6KA5	7	ribosomal protein S6 kinase, 90kDa, polypeptide 5 [Source:HGNC Symbol;Acc:10434]
ENSG00000100796	14	SMEK1	14	SMEK homolog 1, suppressor of mek1 (Dictyostelium) [Source:HGNC Symbol;Acc:20219]
ENSG00000100802	14	C14orf93	22	chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:20162]
ENSG00000100804	14	PSMB5	6	proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:9542]
ENSG00000100811	14	YY1	5	YY1 transcription factor [Source:HGNC Symbol;Acc:12856]
ENSG00000100813	14	ACIN1	23	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066]
ENSG00000100814	14	CCNB1IP1	16	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:19437]
ENSG00000100815	14	TRIP11	5	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:12305]
